Transaction_Amount,Hour,DayOfWeek,Is_Weekend,Location_Rijeka,Location_Zagreb,Location_Split,Location_Osijek,Location_Dubrovnik,Location_Foreign,Merchant_Category_Food,Merchant_Category_Coffee,Merchant_Category_Groceries,Merchant_Category_Electronics,Merchant_Category_Clothing,Merchant_Category_Travel,Merchant_Category_Health,Merchant_Category_Entertainment,is_fraud
2141.44,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5.67,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
183.12,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
175.61,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
209.96,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
30.58,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.58,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
259.25,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152.47,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70.88,19,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3.95,9,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
565.82,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
21.61,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1320.58,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3.91,23,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
147.01,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110.53,12,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
582.39,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8.34,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.32,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21.96,14,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.45,19,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.74,18,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.49,17,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80.15,17,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.79,23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
56.79,19,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10.29,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14.79,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40.56,10,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.64,18,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.21,21,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27.56,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
97.54,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.81,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21.89,20,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100.43,9,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29.88,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
20.89,21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23.15,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.41,22,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2913.29,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
27.7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15.07,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46.88,8,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133.33,23,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16.18,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132.26,7,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33.9,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
602.23,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3.95,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
80.71,23,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19.67,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91.44,20,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5.98,11,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1371.1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
104.71,22,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
510.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
35.22,22,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
109.71,15,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.62,14,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.15,9,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29.07,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5.14,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32.15,16,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
115.22,9,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
54.08,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15.97,23,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.7,23,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13.51,23,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
159.7,23,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.47,17,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11.12,19,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.9,17,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26.66,23,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
114.69,13,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
14.75,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61.12,8,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
172.89,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27.09,23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.05,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.83,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.27,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11.57,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
46.94,19,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.35,6,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
61.24,15,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.85,18,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.12,21,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.05,23,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.24,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
245.33,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
175.17,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21.68,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12.43,13,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.02,17,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.3,11,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
108.61,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135.31,23,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29.34,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
103.83,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
119.49,12,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.0,15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
34.53,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
70.5,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3.56,21,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45.67,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2953.71,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3.1,21,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
34.58,11,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29.74,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
241.88,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
73.62,15,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
166.49,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1191.03,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
177.16,23,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116.87,15,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
120.76,10,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
70.99,7,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43.27,19,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.23,15,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.17,12,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.88,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.23,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87.12,22,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51.97,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22.68,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.93,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.62,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
150.74,19,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.1,20,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28.57,17,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.55,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
883.89,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
73.05,20,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.18,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
26.3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4402.44,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
44.86,18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
728.18,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28.58,23,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.77,23,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
97.29,15,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.82,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
77.07,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4.42,21,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
44.5,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4.59,21,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5.62,21,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53.08,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
175.7,16,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.23,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.48,7,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
129.09,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.74,7,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4.07,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.04,20,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13.11,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
179.12,23,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
883.84,20,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5.81,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.03,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32.33,8,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.49,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21.68,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4787.51,18,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1871.52,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
29.06,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
402.05,3,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
19.44,18,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.31,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2012.14,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
67.42,11,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.66,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5.86,14,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2.67,23,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.3,7,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.08,21,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13.83,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1471.79,22,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.64,22,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41.79,8,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.6,19,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.15,23,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21.79,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.92,22,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
993.09,11,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
84.62,16,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
114.92,21,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1336.18,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
87.83,8,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35.26,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60.78,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51.6,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5.97,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.53,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20.47,22,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82.26,18,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1468.14,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
16.4,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68.42,7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1526.01,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
32.22,8,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34.41,13,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.68,17,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11.56,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
40.05,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1293.59,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
34.91,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
919.91,11,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4.66,23,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
92.94,20,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
427.44,3,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
79.11,21,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
153.51,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
42.6,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47.67,23,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31.66,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110.71,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11.11,12,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.23,15,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
32.02,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
131.11,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1518.94,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
45.74,23,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
239.73,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
496.33,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
45.42,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8.76,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17.71,12,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
859.62,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
15.73,22,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.6,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
820.07,8,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
868.78,19,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
114.66,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
135.16,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65.06,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.33,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844.38,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
17.57,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50.67,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
154.19,22,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.59,10,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48.39,23,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
329.9,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
54.44,23,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.54,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.76,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.94,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
161.42,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
544.73,21,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5.48,18,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78.51,14,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23.88,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.1,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10.89,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101.6,23,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27.12,20,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3.53,23,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52.67,19,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60.5,23,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154.48,16,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
847.56,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
173.07,10,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.33,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
118.37,13,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.76,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.16,23,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
76.58,23,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50.54,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4.18,10,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53.19,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27.34,15,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
69.78,15,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.71,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5.82,23,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1211.35,6,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14.07,20,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
147.93,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13.42,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42.96,21,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.52,20,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6.94,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
13.25,10,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29.56,10,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
38.11,20,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5.91,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.5,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.81,13,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11.89,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.51,9,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.79,17,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.93,21,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18.5,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31.9,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.55,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.87,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70.65,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18.96,14,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
186.26,16,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
76.54,11,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
183.12,23,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
148.39,15,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.69,10,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
67.96,22,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
124.83,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36.75,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28.82,4,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
40.87,16,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
183.24,17,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205.66,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78.33,8,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.59,8,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54.62,17,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
223.3,10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
639.92,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
37.35,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.94,18,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4.97,21,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19.92,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32.83,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26.27,6,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34.49,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27.86,23,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44.54,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
507.8,18,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
67.13,7,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.77,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85.52,12,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1361.24,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.88,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
85.67,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.85,22,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
58.98,23,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1119.28,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
182.81,22,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
56.84,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.46,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.61,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27.6,22,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
106.45,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41.39,20,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
