Transaction_Amount,Is_Weekend,Risk_Score,Fraud_Label,Hour,DayOfWeek,Location_London,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel
273.01,0,0.7818,0,9,3,False,False,True,False,False,False,False,False,True,False
120.6,0,0.769,1,7,0,False,False,True,False,False,True,False,False,False,False
118.93,0,0.0762,0,5,5,False,True,False,False,False,False,True,False,False,False
1.36,0,0.8702,1,9,2,False,False,False,True,False,False,False,True,False,False
259.3,0,0.3424,0,20,3,False,True,False,False,False,True,False,False,False,False
137.65,0,0.9523,1,5,1,True,False,False,False,False,False,True,False,False,False
225.36,1,0.6274,0,6,5,False,False,False,True,False,False,False,True,False,False
40.18,0,0.3978,0,21,3,False,False,True,False,False,False,False,True,False,False
26.72,0,0.3529,0,9,5,True,False,False,False,False,False,False,True,False,False
26.95,1,0.7859,0,13,1,False,False,False,True,False,True,False,False,False,False
12.54,0,0.0534,0,11,3,False,False,False,False,True,False,True,False,False,False
115.45,1,0.5097,1,12,6,False,False,True,False,False,True,False,False,False,False
163.59,0,0.1765,0,10,2,False,True,False,False,False,False,False,False,False,True
34.18,0,0.9732,1,5,6,False,True,False,False,False,True,False,False,False,False
140.08,0,0.7143,1,18,5,True,False,False,False,False,False,False,False,True,False
4.53,0,0.5966,0,0,6,True,False,False,False,False,False,False,False,True,False
172.86,0,0.8514,1,20,5,True,False,False,False,False,False,False,False,True,False
47.14,0,0.3423,0,6,4,True,False,False,False,False,False,True,False,False,False
127.68,1,0.3889,1,4,3,False,False,False,True,False,True,False,False,False,False
52.18,0,0.5729,0,16,0,False,True,False,False,False,False,True,False,False,False
202.89,0,0.1563,0,20,0,False,False,False,False,True,False,True,False,False,False
82.01,0,0.7289,0,15,1,True,False,False,False,False,False,True,False,False,False
100.68,0,0.5064,0,13,3,False,False,False,False,True,False,False,False,True,False
8.95,1,0.1907,1,11,6,True,False,False,False,False,False,False,False,True,False
98.07,1,0.9666,1,5,4,False,False,True,False,False,False,True,False,False,False
182.94,0,0.9552,1,2,1,False,True,False,False,False,False,False,True,False,False
157.99,0,0.6699,0,16,3,False,True,False,False,False,True,False,False,False,False
46.66,0,0.6987,0,21,5,False,True,False,False,False,False,False,False,True,False
6.0,0,0.6096,0,17,3,True,False,False,False,False,False,True,False,False,False
153.06,0,0.3198,0,23,6,False,False,False,False,True,False,False,False,True,False
29.15,0,0.0904,1,12,3,False,False,False,False,True,True,False,False,False,False
65.63,1,0.9071,1,5,6,True,False,False,False,False,False,True,False,False,False
173.84,1,0.1098,0,6,6,False,False,False,False,True,False,False,False,False,True
323.33,0,0.1757,0,15,0,False,False,False,False,True,False,False,False,True,False
58.37,0,0.7966,0,6,6,False,False,False,False,True,False,False,False,True,False
117.45,0,0.6611,0,18,5,False,False,True,False,False,False,False,False,True,False
392.97,1,0.2288,0,9,6,True,False,False,False,False,False,False,True,False,False
309.2,1,0.3869,0,16,1,False,False,True,False,False,False,False,False,False,True
82.26,0,0.2136,0,11,3,False,False,False,True,False,False,False,False,True,False
125.72,1,0.6139,0,22,3,False,False,False,True,False,False,False,False,True,False
161.05,0,0.9211,1,12,2,False,False,False,False,True,False,False,False,False,True
38.52,0,0.9697,1,12,4,False,False,True,False,False,False,False,False,False,True
51.52,0,0.7206,1,7,0,False,False,False,False,True,False,False,True,False,False
33.03,1,0.2194,0,9,6,False,False,False,True,False,True,False,False,False,False
93.88,0,0.6684,1,15,0,False,False,True,False,False,False,False,False,False,True
124.37,1,0.2434,0,15,5,False,True,False,False,False,False,False,True,False,False
162.7,0,0.6284,1,0,4,False,False,False,False,True,False,True,False,False,False
47.36,0,0.1536,1,20,6,False,True,False,False,False,False,False,True,False,False
24.12,1,0.416,0,19,3,False,True,False,False,False,False,False,False,True,False
9.0,1,0.1989,0,2,3,True,False,False,False,False,False,False,False,False,True
42.68,1,0.4658,0,7,5,False,False,False,True,False,False,False,False,True,False
34.53,0,0.5454,1,4,6,True,False,False,False,False,False,False,False,False,True
168.69,0,0.2118,1,0,3,False,True,False,False,False,False,True,False,False,False
119.44,1,0.3878,0,17,6,True,False,False,False,False,False,False,False,True,False
22.1,0,0.9613,1,11,2,True,False,False,False,False,False,False,True,False,False
319.28,0,0.2412,0,6,6,False,False,True,False,False,False,False,True,False,False
17.58,0,0.3903,0,8,1,False,False,False,False,True,False,False,True,False,False
15.13,1,0.2984,0,21,4,False,False,False,False,True,False,False,False,False,True
109.79,0,0.2955,1,10,4,False,True,False,False,False,False,False,True,False,False
0.74,0,0.9089,1,21,2,False,True,False,False,False,True,False,False,False,False
28.92,0,0.3335,1,12,1,False,False,False,False,True,False,False,True,False,False
17.89,0,0.9543,1,2,0,False,False,False,True,False,False,False,False,True,False
59.29,0,0.15,0,14,0,False,False,False,False,True,True,False,False,False,False
71.96,0,0.2391,0,1,5,False,False,False,False,True,True,False,False,False,False
57.21,0,0.0013,0,3,6,False,False,True,False,False,False,False,False,False,True
326.69,1,0.4794,1,18,6,False,False,False,False,True,False,True,False,False,False
9.37,0,0.4539,1,9,4,False,False,False,True,False,False,True,False,False,False
64.4,0,0.8425,0,16,2,True,False,False,False,False,False,False,True,False,False
35.09,0,0.8331,0,18,1,True,False,False,False,False,False,False,True,False,False
543.38,0,0.3021,0,8,0,False,True,False,False,False,False,False,False,False,True
42.52,0,0.5262,0,20,1,False,False,False,False,True,False,True,False,False,False
117.16,0,0.5496,0,0,5,False,False,True,False,False,True,False,False,False,False
1.22,0,0.8867,1,8,4,False,False,True,False,False,False,False,True,False,False
300.87,0,0.4906,0,1,1,False,False,True,False,False,False,False,False,True,False
39.13,1,0.0283,0,13,3,False,False,False,True,False,False,False,True,False,False
23.01,0,0.8422,0,3,3,True,False,False,False,False,False,False,False,False,True
314.56,0,0.0834,0,0,0,False,False,True,False,False,False,True,False,False,False
59.44,1,0.7244,0,4,0,False,True,False,False,False,False,False,True,False,False
50.13,0,0.6773,0,17,2,False,False,True,False,False,False,False,False,False,True
125.8,0,0.2262,0,5,3,False,False,False,False,True,False,False,False,False,True
166.91,1,0.1532,1,15,5,False,True,False,False,False,False,False,False,True,False
10.55,0,0.1748,0,13,5,True,False,False,False,False,True,False,False,False,False
407.18,0,0.5116,0,0,5,False,False,True,False,False,False,True,False,False,False
21.33,0,0.5497,1,19,6,False,True,False,False,False,False,True,False,False,False
212.21,1,0.9324,1,2,0,True,False,False,False,False,False,True,False,False,False
293.02,1,0.5845,0,20,4,False,False,False,True,False,False,False,True,False,False
124.86,1,0.4556,0,11,5,False,False,False,False,True,False,False,False,True,False
54.71,1,0.265,0,1,5,False,False,False,True,False,False,True,False,False,False
26.92,0,0.0511,0,4,6,False,False,True,False,False,True,False,False,False,False
94.45,0,0.3061,1,16,4,False,False,False,True,False,False,True,False,False,False
99.31,0,0.1748,0,13,6,False,True,False,False,False,False,True,False,False,False
41.01,1,0.6346,0,8,1,True,False,False,False,False,False,False,False,True,False
83.93,0,0.4065,1,13,2,True,False,False,False,False,False,False,False,True,False
40.86,1,0.4801,1,18,5,False,False,False,True,False,False,False,False,True,False
223.13,1,0.8877,1,8,2,False,False,True,False,False,False,False,False,False,True
15.95,1,0.9867,1,14,2,False,False,False,True,False,False,True,False,False,False
180.15,0,0.1605,0,18,2,False,True,False,False,False,False,False,False,True,False
105.0,0,0.5076,0,23,2,False,False,False,True,False,False,False,True,False,False
156.95,0,0.7869,1,22,6,True,False,False,False,False,True,False,False,False,False
10.98,0,0.9172,1,5,4,False,False,False,True,False,False,False,False,True,False
345.48,1,0.8616,1,2,0,False,False,False,False,True,False,True,False,False,False
213.29,0,0.2356,1,4,5,False,False,False,False,True,False,False,False,True,False
139.43,0,0.1207,1,2,5,False,False,False,True,False,False,False,True,False,False
161.73,0,0.1756,0,22,2,False,False,False,True,False,False,False,False,False,True
127.12,0,0.9836,1,4,2,False,False,False,False,True,False,True,False,False,False
115.45,0,0.2834,0,11,3,False,True,False,False,False,False,False,False,True,False
52.33,1,0.9778,1,12,1,True,False,False,False,False,False,False,True,False,False
10.81,0,0.7016,0,4,5,False,False,False,False,True,False,True,False,False,False
221.57,0,0.1261,0,13,3,False,True,False,False,False,True,False,False,False,False
7.42,1,0.2821,0,12,2,False,False,False,False,True,True,False,False,False,False
40.38,0,0.6115,0,23,5,False,False,False,False,True,False,False,True,False,False
59.51,1,0.7333,0,2,1,False,True,False,False,False,False,False,False,True,False
37.33,1,0.5584,0,11,1,False,False,True,False,False,False,False,False,False,True
38.6,0,0.5494,1,12,1,False,False,False,False,True,False,False,False,True,False
4.82,0,0.1214,0,22,6,False,True,False,False,False,True,False,False,False,False
9.03,1,0.8046,0,11,5,False,False,True,False,False,False,False,True,False,False
52.12,0,0.5901,0,11,1,False,False,False,True,False,False,True,False,False,False
103.08,0,0.0316,0,4,1,False,False,True,False,False,False,False,False,True,False
1.37,1,0.2304,0,3,4,False,True,False,False,False,False,False,False,False,True
16.38,0,0.9419,1,14,2,False,False,False,False,True,False,False,True,False,False
4.98,0,0.4717,0,13,3,False,False,False,True,False,False,False,False,True,False
45.49,1,0.7488,1,19,3,False,False,False,False,True,False,False,True,False,False
32.8,0,0.1581,0,3,3,False,False,False,True,False,False,False,True,False,False
223.94,1,0.2358,0,4,3,False,False,False,True,False,False,False,False,False,True
97.61,0,0.0998,0,8,3,True,False,False,False,False,True,False,False,False,False
15.12,0,0.6904,1,10,2,False,False,True,False,False,False,False,True,False,False
137.42,0,0.3583,0,17,4,False,False,False,True,False,False,False,False,False,True
21.94,0,0.5915,0,6,6,False,False,False,False,True,False,False,False,True,False
110.87,0,0.7011,0,11,4,False,True,False,False,False,False,False,True,False,False
193.13,0,0.2564,0,22,5,False,False,True,False,False,False,False,True,False,False
115.87,0,0.9503,1,13,4,False,False,True,False,False,True,False,False,False,False
36.92,0,0.8225,0,8,0,False,False,False,False,True,False,False,False,True,False
107.65,0,0.0601,0,1,5,True,False,False,False,False,False,True,False,False,False
51.77,0,0.0724,0,21,6,True,False,False,False,False,False,False,False,False,True
76.96,0,0.8693,1,1,0,False,False,False,False,True,False,False,True,False,False
21.32,0,0.0647,0,10,3,False,True,False,False,False,False,False,False,False,True
152.08,0,0.004,0,2,6,False,False,False,False,True,False,False,False,False,True
42.89,1,0.2734,0,21,5,False,True,False,False,False,False,False,False,True,False
65.54,0,0.889,1,17,6,False,False,False,False,True,False,True,False,False,False
155.51,0,0.7054,1,3,1,True,False,False,False,False,False,False,False,False,True
455.71,0,0.0107,0,10,1,True,False,False,False,False,False,True,False,False,False
263.8,1,0.8099,0,8,1,False,False,False,False,True,False,False,False,False,True
115.93,0,0.4027,1,0,3,False,False,True,False,False,False,True,False,False,False
9.99,0,0.7643,0,1,4,False,False,False,False,True,False,False,False,False,True
283.61,0,0.5982,0,13,0,False,True,False,False,False,False,True,False,False,False
33.75,1,0.254,0,3,0,False,False,False,False,True,False,False,False,True,False
20.67,0,0.2294,1,23,0,False,True,False,False,False,False,False,False,False,True
145.43,1,0.473,0,2,5,False,True,False,False,False,False,False,False,False,True
100.21,1,0.7053,0,8,0,False,False,True,False,False,False,False,False,False,True
46.1,0,0.4326,0,9,5,False,True,False,False,False,False,False,False,True,False
26.91,1,0.9368,1,16,2,True,False,False,False,False,False,True,False,False,False
10.65,0,0.6703,1,20,4,True,False,False,False,False,False,False,False,True,False
142.0,1,0.1832,0,10,5,False,True,False,False,False,False,False,False,False,True
305.16,0,0.5236,0,1,1,False,False,True,False,False,False,False,False,True,False
13.46,1,0.2344,0,1,5,False,False,False,False,True,False,False,False,True,False
16.18,1,0.4164,1,20,1,False,False,False,False,True,False,False,True,False,False
60.63,0,0.1163,0,3,0,False,False,False,False,True,False,True,False,False,False
93.12,0,0.65,1,22,2,False,False,False,False,True,False,False,False,True,False
19.51,0,0.8542,1,10,5,False,False,False,True,False,False,False,False,True,False
8.92,0,0.3369,0,19,1,True,False,False,False,False,False,False,False,False,True
71.22,0,0.9194,1,11,0,False,False,False,True,False,False,False,False,True,False
34.51,1,0.0404,1,13,1,False,False,False,True,False,False,True,False,False,False
236.76,1,0.988,1,11,4,False,False,False,True,False,False,False,True,False,False
90.41,0,0.9932,1,21,6,False,False,False,False,True,False,False,True,False,False
171.58,0,0.8099,0,9,1,True,False,False,False,False,False,False,False,False,True
94.46,0,0.5672,0,2,3,False,True,False,False,False,False,False,True,False,False
24.8,1,0.8689,1,1,2,True,False,False,False,False,False,False,False,True,False
14.56,0,0.7493,0,16,1,False,False,False,True,False,False,False,False,True,False
160.58,1,0.9991,1,11,2,False,False,True,False,False,False,False,False,True,False
63.98,0,0.1175,0,7,3,False,False,False,False,True,False,True,False,False,False
30.3,1,0.6201,0,3,1,False,True,False,False,False,True,False,False,False,False
16.72,0,0.3486,0,13,4,True,False,False,False,False,False,False,False,False,True
183.89,0,0.0817,0,12,1,False,False,False,True,False,True,False,False,False,False
5.28,0,0.9842,1,20,0,False,True,False,False,False,False,False,False,True,False
40.98,0,0.2352,0,3,4,False,True,False,False,False,True,False,False,False,False
45.93,0,0.4091,1,22,0,False,False,False,False,True,False,False,False,False,True
129.45,0,0.7866,0,5,2,False,True,False,False,False,False,True,False,False,False
0.03,0,0.0641,0,2,5,False,False,False,False,True,False,False,False,True,False
290.35,0,0.9555,1,20,0,False,True,False,False,False,True,False,False,False,False
88.96,1,0.5209,0,7,0,False,True,False,False,False,False,False,False,True,False
24.5,0,0.2905,0,4,6,False,False,False,True,False,True,False,False,False,False
29.43,0,0.6683,0,23,5,True,False,False,False,False,False,False,False,True,False
83.77,0,0.0489,1,18,5,False,False,True,False,False,False,True,False,False,False
40.14,0,0.193,0,13,5,False,True,False,False,False,False,False,False,True,False
114.74,0,0.8282,0,18,0,True,False,False,False,False,False,True,False,False,False
197.97,0,0.7355,1,5,2,False,False,False,True,False,False,True,False,False,False
11.78,0,0.9566,1,2,2,False,True,False,False,False,False,False,True,False,False
41.31,0,0.2903,1,17,2,False,True,False,False,False,False,False,False,True,False
52.06,0,0.97,1,4,2,False,False,False,False,True,True,False,False,False,False
326.98,1,0.0273,0,8,5,False,True,False,False,False,False,False,False,False,True
203.19,0,0.5968,0,13,1,False,False,True,False,False,False,False,False,False,True
39.96,0,0.8605,1,5,6,True,False,False,False,False,False,True,False,False,False
69.67,0,0.6186,1,3,1,False,False,True,False,False,True,False,False,False,False
110.21,0,0.4544,0,4,3,False,False,False,True,False,False,True,False,False,False
6.2,0,0.1739,0,2,6,False,True,False,False,False,False,False,False,False,True
106.96,0,0.3202,0,6,5,False,False,False,False,True,False,False,True,False,False
51.94,1,0.4415,0,5,1,False,True,False,False,False,False,False,False,True,False
90.92,0,0.5714,0,23,1,False,True,False,False,False,True,False,False,False,False
242.54,0,0.546,0,21,3,False,True,False,False,False,False,False,False,False,True
168.25,1,0.4725,1,0,3,True,False,False,False,False,True,False,False,False,False
8.72,1,0.3435,0,10,5,False,False,False,True,False,False,False,True,False,False
99.66,0,0.5153,0,21,2,False,False,False,False,True,False,False,False,False,True
117.66,0,0.537,1,0,3,False,False,False,False,True,False,True,False,False,False
172.39,0,0.6369,1,11,3,False,True,False,False,False,True,False,False,False,False
81.18,1,0.4896,0,16,0,False,False,True,False,False,False,False,False,False,True
348.61,0,0.9981,1,1,0,False,False,False,True,False,False,False,False,True,False
283.97,1,0.0462,0,19,1,False,False,False,False,True,False,True,False,False,False
325.42,1,0.9854,1,20,4,True,False,False,False,False,False,False,False,True,False
19.93,0,0.9538,1,7,2,False,False,True,False,False,False,False,True,False,False
141.08,0,0.743,0,16,4,False,True,False,False,False,False,True,False,False,False
9.42,1,0.6146,0,9,1,False,False,False,False,True,True,False,False,False,False
98.94,0,0.3727,0,12,6,False,True,False,False,False,True,False,False,False,False
81.42,0,0.2635,0,14,2,False,False,False,False,True,False,True,False,False,False
39.56,1,0.5756,0,10,4,False,True,False,False,False,False,False,False,True,False
30.14,0,0.6742,0,20,6,True,False,False,False,False,False,True,False,False,False
21.32,1,0.3289,0,5,4,False,False,True,False,False,False,False,False,True,False
97.4,0,0.4647,0,4,5,False,False,True,False,False,False,False,False,True,False
57.28,0,0.5427,0,2,5,False,True,False,False,False,True,False,False,False,False
9.8,1,0.6108,0,13,6,True,False,False,False,False,False,False,True,False,False
369.15,0,0.5186,0,22,4,False,False,True,False,False,False,False,True,False,False
29.77,0,0.3499,0,10,5,True,False,False,False,False,False,False,False,False,True
117.68,0,0.6867,0,19,3,True,False,False,False,False,False,False,False,True,False
309.19,0,0.3963,0,20,0,False,True,False,False,False,False,False,False,True,False
100.93,0,0.3767,0,16,2,False,True,False,False,False,True,False,False,False,False
17.16,1,0.0919,0,12,1,False,False,True,False,False,False,False,True,False,False
10.73,0,0.2587,0,11,0,False,False,False,True,False,False,False,True,False,False
87.6,0,0.1311,0,14,6,False,False,False,True,False,True,False,False,False,False
12.6,1,0.0206,0,11,0,False,True,False,False,False,False,False,True,False,False
95.63,1,0.5271,0,18,3,False,False,True,False,False,False,False,True,False,False
65.73,0,0.3347,0,15,1,False,False,True,False,False,True,False,False,False,False
86.71,0,0.0087,0,13,4,True,False,False,False,False,False,True,False,False,False
141.55,0,0.0352,0,10,4,True,False,False,False,False,False,True,False,False,False
254.2,1,0.2358,0,21,1,False,True,False,False,False,False,False,False,True,False
102.52,0,0.3679,1,12,6,True,False,False,False,False,False,True,False,False,False
98.21,0,0.5819,0,9,5,False,False,True,False,False,False,False,True,False,False
11.18,0,0.4456,0,21,5,True,False,False,False,False,False,False,False,False,True
5.05,1,0.914,1,4,6,False,False,False,False,True,False,False,True,False,False
22.96,1,0.9374,1,3,2,False,False,False,True,False,False,False,True,False,False
37.33,0,0.9594,1,20,6,False,False,True,False,False,False,False,True,False,False
35.08,1,0.9276,1,23,2,False,False,True,False,False,False,True,False,False,False
41.63,0,0.7066,0,2,6,False,False,False,True,False,False,True,False,False,False
142.27,0,0.2077,0,17,0,True,False,False,False,False,False,True,False,False,False
166.39,1,0.3,1,18,1,False,False,False,True,False,False,False,False,True,False
82.73,0,0.5739,0,0,0,False,False,False,True,False,False,False,False,True,False
202.34,0,0.6983,0,11,4,False,False,False,True,False,False,False,True,False,False
124.32,0,0.2462,0,20,3,False,True,False,False,False,False,True,False,False,False
5.02,0,0.6345,1,6,0,False,False,False,False,True,False,False,True,False,False
118.14,0,0.8345,0,3,3,False,True,False,False,False,False,False,False,True,False
126.33,0,0.1714,0,19,5,False,False,False,False,True,False,True,False,False,False
240.32,0,0.8361,0,19,3,False,True,False,False,False,False,False,False,False,True
343.67,0,0.493,0,9,1,False,True,False,False,False,False,False,False,True,False
0.03,0,0.5749,1,0,2,False,False,True,False,False,False,False,False,False,True
18.11,1,0.0051,0,10,5,False,False,True,False,False,False,False,False,False,True
23.71,1,0.7059,0,12,2,True,False,False,False,False,False,False,False,True,False
43.82,0,0.1717,0,20,4,False,False,True,False,False,False,True,False,False,False
73.94,0,0.9411,1,22,4,False,False,False,False,True,False,False,True,False,False
18.12,0,0.2074,0,7,4,False,False,False,False,True,False,False,True,False,False
15.43,0,0.9983,1,18,1,False,False,False,True,False,False,False,False,True,False
75.18,1,0.2836,1,3,6,False,False,False,False,True,True,False,False,False,False
102.43,0,0.9048,1,22,4,False,False,False,True,False,False,True,False,False,False
55.91,0,0.5216,0,19,2,False,False,False,True,False,False,True,False,False,False
14.88,0,0.7978,1,22,3,False,False,False,False,True,True,False,False,False,False
69.21,0,0.305,0,22,4,False,False,True,False,False,False,True,False,False,False
92.13,0,0.2859,0,1,5,False,False,True,False,False,False,False,True,False,False
87.49,1,0.6819,1,2,4,True,False,False,False,False,False,False,False,True,False
41.16,0,0.3325,0,1,3,False,False,False,True,False,False,False,False,False,True
82.47,0,0.4599,0,12,6,False,True,False,False,False,False,False,False,False,True
30.95,0,0.2918,0,7,3,False,False,True,False,False,False,False,False,True,False
108.14,1,0.1151,0,9,1,False,False,True,False,False,False,False,False,True,False
90.3,0,0.7561,0,22,2,False,False,False,True,False,False,True,False,False,False
64.25,0,0.3798,1,10,6,False,False,False,True,False,False,False,False,True,False
39.58,0,0.1735,0,0,2,False,False,False,True,False,False,False,True,False,False
271.53,0,0.5297,0,13,2,False,True,False,False,False,False,False,True,False,False
155.4,1,0.0891,0,6,4,False,False,False,True,False,False,False,False,True,False
142.66,0,0.4632,0,18,4,False,True,False,False,False,False,True,False,False,False
326.77,0,0.5467,0,17,4,False,False,True,False,False,False,False,False,False,True
242.91,1,0.3734,0,23,4,True,False,False,False,False,False,True,False,False,False
66.46,0,0.9594,1,15,6,True,False,False,False,False,False,False,False,True,False
8.17,0,0.6794,0,4,0,False,False,True,False,False,True,False,False,False,False
9.97,1,0.1356,0,7,0,False,False,False,False,True,True,False,False,False,False
49.35,1,0.0956,0,21,0,False,False,True,False,False,False,False,True,False,False
38.78,1,0.8511,1,1,4,True,False,False,False,False,False,False,False,False,True
3.12,0,0.2629,1,7,6,False,True,False,False,False,True,False,False,False,False
102.61,1,0.4144,0,21,0,False,False,False,True,False,False,False,True,False,False
30.88,0,0.2234,0,8,5,False,False,False,True,False,False,False,False,False,True
162.61,0,0.3705,0,21,5,False,False,False,True,False,True,False,False,False,False
68.15,1,0.2576,0,10,0,False,False,True,False,False,True,False,False,False,False
17.56,0,0.671,1,16,0,False,True,False,False,False,True,False,False,False,False
27.93,0,0.112,1,3,5,False,False,True,False,False,False,False,False,False,True
266.53,1,0.9371,1,17,1,False,True,False,False,False,True,False,False,False,False
7.37,0,0.6189,0,19,1,False,False,False,True,False,False,False,True,False,False
34.57,0,0.6887,0,8,4,False,False,True,False,False,False,True,False,False,False
3.37,1,0.886,1,11,2,False,False,True,False,False,False,True,False,False,False
266.44,0,0.1965,0,2,1,False,False,False,False,True,False,False,False,False,True
215.29,0,0.1254,0,1,0,False,True,False,False,False,False,False,False,False,True
24.1,0,0.9832,1,2,6,False,False,True,False,False,True,False,False,False,False
3.69,0,0.3677,1,2,0,True,False,False,False,False,False,False,False,False,True
345.8,0,0.9718,1,20,0,False,True,False,False,False,False,True,False,False,False
98.39,0,0.4321,0,14,4,False,False,False,True,False,False,False,True,False,False
100.12,0,0.2893,0,13,5,False,False,False,False,True,False,False,True,False,False
174.83,0,0.4959,1,17,0,False,True,False,False,False,False,False,False,True,False
155.23,0,0.4363,0,4,3,False,False,False,True,False,False,False,False,True,False
20.99,0,0.5958,1,20,2,False,True,False,False,False,False,False,True,False,False
38.19,1,0.097,0,1,3,True,False,False,False,False,False,True,False,False,False
69.11,1,0.3468,0,14,3,False,False,True,False,False,True,False,False,False,False
166.88,0,0.8585,1,21,3,False,False,False,False,True,False,True,False,False,False
36.11,0,0.4033,0,5,5,False,False,False,True,False,True,False,False,False,False
123.95,0,0.8825,1,6,5,False,False,True,False,False,False,False,False,True,False
1.33,0,0.7543,0,23,0,False,True,False,False,False,False,False,False,True,False
81.16,0,0.8919,1,20,0,False,False,False,False,True,False,True,False,False,False
133.57,0,0.6322,0,23,1,True,False,False,False,False,False,False,True,False,False
154.83,0,0.7926,1,22,3,True,False,False,False,False,False,False,False,True,False
64.6,0,0.37,0,0,3,False,False,True,False,False,False,True,False,False,False
77.75,0,0.3052,0,1,5,False,True,False,False,False,False,False,True,False,False
1.81,0,0.687,0,16,4,True,False,False,False,False,False,False,False,False,True
108.71,1,0.7332,0,7,4,True,False,False,False,False,False,False,False,True,False
5.8,1,0.6381,0,1,5,False,False,False,True,False,False,False,True,False,False
74.29,0,0.7038,0,2,5,False,True,False,False,False,False,False,False,True,False
94.95,0,0.3671,0,21,2,False,False,False,False,True,False,False,False,True,False
23.58,0,0.4406,0,20,0,True,False,False,False,False,False,True,False,False,False
318.05,1,0.0802,0,4,0,False,True,False,False,False,False,False,False,False,True
60.32,0,0.8867,1,12,2,False,True,False,False,False,True,False,False,False,False
235.69,0,0.3695,0,2,5,False,True,False,False,False,False,False,False,True,False
138.23,0,0.3146,0,19,1,False,False,False,False,True,False,True,False,False,False
171.4,1,0.1263,0,22,5,True,False,False,False,False,True,False,False,False,False
23.62,1,0.3355,0,2,4,False,True,False,False,False,True,False,False,False,False
10.33,0,0.3599,0,19,1,False,False,False,True,False,False,False,False,True,False
50.49,0,0.546,0,21,3,True,False,False,False,False,False,True,False,False,False
17.22,0,0.7488,0,8,5,False,False,False,False,True,False,False,True,False,False
37.66,1,0.2991,0,16,2,False,False,False,True,False,False,False,False,False,True
50.79,0,0.2128,0,16,2,True,False,False,False,False,True,False,False,False,False
44.43,0,0.1397,0,9,5,False,True,False,False,False,True,False,False,False,False
70.54,0,0.1603,1,14,6,False,False,False,True,False,False,True,False,False,False
17.94,0,0.6287,0,5,2,False,False,False,True,False,True,False,False,False,False
194.92,1,0.7158,0,18,6,False,False,True,False,False,False,False,False,False,True
4.28,0,0.2776,0,22,0,False,False,True,False,False,False,True,False,False,False
50.61,1,0.591,0,16,2,False,True,False,False,False,True,False,False,False,False
131.06,0,0.1284,1,1,1,False,False,False,False,True,False,False,False,True,False
71.52,0,0.7467,1,12,4,False,False,False,False,True,False,False,False,False,True
28.41,0,0.2902,0,7,4,True,False,False,False,False,False,False,False,False,True
45.5,1,0.3816,0,19,2,True,False,False,False,False,False,False,False,True,False
86.12,0,0.2166,0,8,6,False,True,False,False,False,True,False,False,False,False
230.42,1,0.8261,0,13,0,False,False,False,False,True,False,False,True,False,False
21.6,0,0.9812,1,12,3,False,False,False,True,False,False,False,False,True,False
5.27,1,0.274,0,12,1,False,True,False,False,False,False,False,False,True,False
0.37,0,0.4029,0,15,2,True,False,False,False,False,False,False,False,False,True
24.57,1,0.6328,0,14,6,False,False,False,False,True,False,False,True,False,False
407.86,1,0.8196,0,6,1,False,False,True,False,False,False,True,False,False,False
126.77,0,0.1136,0,20,3,False,True,False,False,False,False,False,False,False,True
190.32,0,0.5056,0,21,2,True,False,False,False,False,False,False,True,False,False
99.3,0,0.6033,1,21,5,False,False,True,False,False,False,False,False,False,True
39.63,0,0.6085,1,2,1,False,True,False,False,False,False,False,False,True,False
40.68,1,0.2714,0,13,4,False,True,False,False,False,True,False,False,False,False
83.79,0,0.8755,1,13,0,False,False,True,False,False,False,False,False,False,True
8.65,0,0.355,0,21,5,False,False,True,False,False,True,False,False,False,False
57.54,1,0.4915,0,15,4,False,False,True,False,False,False,False,False,False,True
171.45,0,0.2813,0,18,0,False,True,False,False,False,False,False,False,False,True
42.44,1,0.5766,0,4,1,False,False,True,False,False,True,False,False,False,False
18.28,1,0.0618,0,0,4,False,False,False,True,False,False,False,False,True,False
69.0,1,0.7356,0,22,0,True,False,False,False,False,False,False,False,False,True
132.0,0,0.9624,1,18,2,False,False,False,False,True,False,True,False,False,False
84.48,1,0.1777,0,14,4,False,False,False,False,True,False,False,False,True,False
98.57,0,0.7587,0,5,2,False,False,True,False,False,False,False,False,False,True
72.83,0,0.5864,1,16,5,False,False,True,False,False,False,False,True,False,False
59.66,0,0.3701,1,2,2,False,False,False,False,True,False,True,False,False,False
16.41,0,0.5293,0,6,2,False,False,False,False,True,False,False,False,True,False
23.91,0,0.2737,0,17,3,False,False,False,True,False,False,False,False,True,False
4.05,1,0.6387,0,8,6,False,False,False,False,True,False,True,False,False,False
96.46,0,0.7435,0,4,3,False,True,False,False,False,False,False,True,False,False
17.18,1,0.7226,0,19,1,False,False,True,False,False,False,False,False,False,True
59.33,0,0.6947,0,10,2,False,True,False,False,False,False,False,False,False,True
248.9,0,0.7227,0,9,1,False,False,True,False,False,True,False,False,False,False
37.87,0,0.3743,0,3,5,False,False,False,False,True,True,False,False,False,False
124.99,1,0.4979,0,22,1,False,False,True,False,False,False,False,False,True,False
99.47,0,0.2593,0,11,2,False,True,False,False,False,True,False,False,False,False
